id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-82,,,5.234,5.234,round,0.203,0.203,Supply Air,,
du-83,,,5.234,5.234,round,0.203,0.203,Return Air,,
du-84,,,5.234,5.234,round,0.203,0.203,Supply Air,,
du-85,,,2.616,5.004,rect,0.356,0.102,Return Air,,
du-86,,,5.08,5.08,rect,0.356,0.102,Return Air,,
du-87,,,5.105,5.105,round,0.102,0.102,Exhaust Air,,
du-88,,,5.105,5.105,round,0.102,0.102,Supply Air,,
du-89,,,5.363,5.363,round,0.203,0.203,Return Air,,
du-90,,,5.104,5.386,round,0.102,0.102,Exhaust Air,,
du-91,,,5.486,5.486,round,0.102,0.102,Supply Air,,
du-92,,,5.156,5.334,round,0.102,0.102,Supply Air,,
du-93,,,5.486,5.486,round,0.102,0.102,Exhaust Air,,
du-94,,,5.451,5.344,round,0.102,0.102,Exhaust Air,,
du-95,,,5.309,5.309,round,0.102,0.102,Exhaust Air,,
du-96,,,4.902,4.902,round,0.102,0.102,Exhaust Air,,
du-97,,,5.055,5.156,round,0.102,0.102,Exhaust Air,,
du-98,,,5.309,5.309,round,0.102,0.102,Exhaust Air,,
du-99,,,5.486,5.486,round,0.102,0.102,Supply Air,,
du-100,,,5.381,5.008,round,0.102,0.102,Supply Air,,
du-101,,,5.004,5.004,round,0.102,0.102,Supply Air,,
du-102,,,5.052,5.065,round,0.102,0.102,Supply Air,,
du-103,,,5.105,5.105,round,0.102,0.102,Supply Air,,
du-104,,,5.105,5.105,round,0.102,0.102,Exhaust Air,,
du-105,,,5.093,5.031,round,0.102,0.102,Exhaust Air,,
du-106,,,5.004,5.004,round,0.102,0.102,Exhaust Air,,
du-107,,,5.324,5.207,round,0.102,0.102,Supply Air,,
du-108,,,5.105,5.105,round,0.102,0.102,Supply Air,,
du-109,,,5.105,5.105,round,0.102,0.102,Exhaust Air,,
du-110,,,5.176,5.235,round,0.102,0.102,Exhaust Air,,
du-111,,,5.363,5.363,round,0.102,0.102,Supply Air,,
du-112,,,5.055,5.232,round,0.102,0.102,Exhaust Air,,
du-113,,,5.309,5.309,round,0.102,0.102,Exhaust Air,,
du-114,,,5.309,5.309,round,0.102,0.102,Exhaust Air,,
