id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-264,,,1.295,1.295,round,0.203,0.203,Supply Air,,
du-265,,,1.295,1.295,round,0.203,0.203,Return Air,,
du-266,,,0.864,0.864,round,0.203,0.203,Return Air,,
du-267,,,0.72,0.695,round,0.203,0.203,Return Air,,
du-268,,,0.635,0.635,round,0.203,0.203,Return Air,,
du-269,,,0.635,0.635,round,0.203,0.203,Return Air,,
du-270,,,0.635,0.635,round,0.203,0.203,Return Air,,
du-271,,,1.397,1.397,round,0.102,0.102,Exhaust Air,,
du-272,,,0.889,1.245,round,0.102,0.102,Exhaust Air,,
du-273,,,0.737,0.737,round,0.102,0.102,Exhaust Air,,
du-274,,,1.397,1.397,round,0.102,0.102,Exhaust Air,,
du-275,,,1.016,1.245,round,0.102,0.102,Exhaust Air,,
du-276,,,0.864,0.864,round,0.102,0.102,Exhaust Air,,
du-277,,,0.737,0.737,round,0.102,0.102,Supply Air,,
