id,number,base_offset,system_type
mn-240,,3.099,Supply Air
mn-241,,3.099,Supply Air
mn-242,,3.099,Return Air
mn-243,,2.667,Return Air
mn-244,,2.438,Return Air
mn-245,,2.438,Return Air
mn-246,,2.438,Return Air
mn-247,,3.2,Exhaust Air
mn-248,,2.54,Exhaust Air
mn-249,,3.2,Exhaust Air
mn-250,,3.2,Exhaust Air
mn-251,,2.667,Exhaust Air
mn-252,,2.438,Return Air
mn-1475,,0.203,Sanitary
mn-1476,,-0.785,Sanitary
mn-1477,,-0.642,Sanitary
mn-1478,,-0.35,Sanitary
mn-1479,,-0.437,Sanitary
mn-1480,,-0.371,Sanitary
mn-1481,,0.203,Sanitary
mn-1482,,0.203,Sanitary
mn-1483,,-0.638,Sanitary
mn-1484,,-0.958,Sanitary
mn-1485,,-1.219,Sanitary
mn-1486,,-1.219,Sanitary
mn-1487,,-1.219,Sanitary
mn-1488,,-0.386,Sanitary
mn-1489,,-0.412,Sanitary
mn-1490,,-0.681,Sanitary
mn-1491,,-0.684,Sanitary
mn-1492,,0.203,Sanitary
mn-1493,,-0.267,Sanitary
mn-1494,,-0.267,Sanitary
mn-1495,,0.203,Sanitary
mn-1496,,-0.267,Sanitary
mn-1497,,-0.076,Sanitary
mn-1498,,-0.267,Sanitary
mn-1499,,-0.267,Sanitary
mn-1500,,-0.267,Sanitary
mn-1501,,-0.597,Sanitary
mn-1502,,-0.454,Sanitary
mn-1503,,-0.076,Sanitary
mn-1504,,-0.267,Sanitary
mn-1505,,-0.076,Sanitary
mn-1506,,-0.725,Sanitary
mn-1507,,-0.582,Sanitary
mn-1508,,-0.076,Sanitary
mn-1509,,-0.352,Sanitary
mn-1510,,-0.352,Sanitary
mn-1511,,-0.076,Domestic Cold Water
mn-1512,,-0.076,Domestic Cold Water
mn-1513,,-0.33,Domestic Cold Water
mn-1514,,-0.33,Domestic Cold Water
mn-1515,,-0.66,Domestic Cold Water
mn-1516,,-0.66,Domestic Cold Water
mn-1517,,-0.33,Domestic Cold Water
mn-1518,,0.61,Domestic Cold Water
mn-1519,,-0.151,Domestic Cold Water
mn-1520,,-0.151,Domestic Cold Water
mn-1521,,-0.33,Domestic Cold Water
mn-1522,,-0.33,Domestic Cold Water
mn-1523,,1.067,Domestic Cold Water
mn-1524,,0.203,Domestic Cold Water
mn-1525,,0.192,Domestic Cold Water
mn-1526,,0.406,Domestic Cold Water
mn-1527,,0.406,Domestic Cold Water
mn-1528,,0.457,Domestic Cold Water
mn-1529,,0.406,Domestic Cold Water
mn-1530,,0.457,Domestic Cold Water
mn-1531,,0.457,Domestic Hot Water
mn-1532,,0.508,Domestic Hot Water
mn-1533,,0.457,Domestic Hot Water
mn-1534,,0.508,Domestic Hot Water
mn-1535,,0.406,Domestic Cold Water
mn-1536,,0.508,Domestic Hot Water
mn-1537,,0.406,Domestic Cold Water
mn-1538,,0.406,Domestic Cold Water
mn-1539,,0.508,Domestic Hot Water
mn-1540,,0.965,Domestic Hot Water
mn-1541,,0.965,Domestic Cold Water
mn-1542,,0.965,Domestic Cold Water
mn-1543,,0.965,Domestic Cold Water
mn-1544,,0.965,Domestic Cold Water
mn-1545,,0.61,Domestic Cold Water
mn-1546,,0.61,Domestic Cold Water
mn-1547,,0.61,Domestic Cold Water
mn-1548,118,0.61,Domestic Cold Water
mn-1549,,0.914,Domestic Cold Water
mn-1550,,0.914,Domestic Cold Water
mn-1551,,0.914,Domestic Cold Water
mn-1552,,0.914,Domestic Cold Water
mn-1553,,0.457,Domestic Cold Water
mn-1554,,0.508,Domestic Cold Water
mn-1555,,0.457,Domestic Cold Water
mn-1556,,0.508,Domestic Cold Water
mn-1557,,0.508,Domestic Hot Water
mn-1558,,0.559,Domestic Hot Water
mn-1559,,0.508,Domestic Hot Water
mn-1560,,0.508,Domestic Hot Water
mn-1561,,0.508,Domestic Hot Water
mn-1562,,0.61,Domestic Hot Water
mn-1563,,0.61,Domestic Hot Water
mn-1564,,0.914,Domestic Hot Water
mn-1565,,0.559,Domestic Hot Water
mn-1566,,0.559,Domestic Hot Water
mn-1567,,0.457,Domestic Cold Water
mn-1568,,0.457,Domestic Cold Water
mn-1569,,0.457,Domestic Cold Water
mn-1570,,0.559,Domestic Hot Water
mn-1571,,0.457,Domestic Cold Water
mn-1572,,0.457,Domestic Cold Water
mn-1573,,0.559,Domestic Hot Water
mn-1574,,0.559,Domestic Hot Water
mn-1575,,0.508,Domestic Cold Water
mn-1576,,0.508,Domestic Hot Water
mn-1577,,0.457,Domestic Cold Water
mn-1578,,0.559,Domestic Hot Water
mn-1579,,0.457,Domestic Cold Water
mn-1580,,0.762,Domestic Cold Water
mn-1581,,0.457,Domestic Cold Water
mn-1582,,0.559,Domestic Hot Water
mn-1583,,0.762,Domestic Hot Water
mn-3799,,-0.864,CableTrayConduit
