id,number,base_offset,system_type,terminal_type
tm-254,114,0,,
tm-255,283,0,,
tm-256,301,0,,
tm-257,302,0,,
tm-258,303,0,,
tm-259,304,0,,
tm-260,433,0,,
tm-261,405,0,,
tm-262,406,0,,
tm-263,407,0,,
tm-264,408,0,,
tm-588,192,3.099,Supply Air,
tm-589,193,3.099,Supply Air,
tm-590,194,3.099,Supply Air,
tm-591,195,3.099,Supply Air,
tm-592,196,3.099,Supply Air,
tm-593,533,0,Exhaust Air,
tm-594,687,3.099,Return Air,
tm-595,688,3.099,Return Air,
tm-596,689,3.099,Return Air,
tm-597,690,3.099,Return Air,
tm-598,691,3.099,Return Air,
tm-599,693,2.337,Return Air,
tm-600,694,2.337,Return Air,
tm-601,695,2.337,Return Air,
tm-602,722,0,Supply Air,
tm-967,47,0,Exhaust Air,
tm-1186,404,0.254,,
tm-1187,405,0.61,,
tm-1188,406,0.61,,
tm-1189,407,0.61,,
tm-1190,408,0.61,,
tm-1191,409,0.61,,
tm-1192,410,0.61,,
tm-1193,411,0.61,,
tm-1194,412,0.61,,
tm-1195,413,0.254,,
tm-1196,708,0,,
tm-1197,709,0,,
tm-1198,710,0,,
tm-1199,711,0,,
tm-1200,189,-0,,
tm-1201,190,-0,,
tm-1202,191,0,,
tm-1203,192,0,,
tm-1204,193,0,,
tm-1205,194,0,,
tm-1206,195,-0,,
tm-1207,196,0,,
tm-1208,197,0,,
tm-1209,198,0,,
tm-1210,199,0,,
tm-1211,200,-0,,
tm-1212,201,-0,,
tm-1213,202,0,,
tm-1214,203,0,,
tm-1215,204,0,,
tm-1216,205,0,,
tm-1217,206,0,,
tm-1218,207,-0,,
tm-1219,208,0,,
tm-1220,209,0,,
tm-1221,210,0,,
tm-1222,211,0,,
tm-1223,212,0,,
tm-1224,213,0,,
tm-1225,362,0,,
tm-1226,363,-0,,
tm-1227,364,0,,
tm-1228,448,-0,,
tm-1229,449,-0,,
tm-1230,478,0,,
tm-1231,483,0,,
tm-1232,484,-0,,
