id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-1,,,4.826,4.826,round,0.203,0.203,Supply Air,,
du-2,,,1.334,1.334,round,0.102,0.102,Exhaust Air,,
du-3,,,1.334,1.334,round,0.102,0.102,Exhaust Air,,
du-4,,,4.826,4.826,round,0.102,0.102,Exhaust Air,,
du-5,,,4.826,4.826,round,0.102,0.102,Supply Air,,
du-1054,,,0.178,0.53,round,0.102,0.102,Exhaust Air,,
du-1055,,,0.927,1.185,round,0.102,0.102,Exhaust Air,,
du-1056,,,0.927,1.524,round,0.102,0.102,Exhaust Air,,
du-1057,,,1.08,2.604,round,0.102,0.102,Exhaust Air,,
du-1058,,,0.178,0.324,round,0.102,0.102,Exhaust Air,,
du-1059,,,0.432,0.562,round,0.102,0.102,Exhaust Air,,
du-1060,,,0.927,0.927,round,0.102,0.102,Exhaust Air,,
du-1061,,,0.67,0.775,round,0.102,0.102,Exhaust Air,,
du-1062,,,1.337,1.337,round,0.102,0.102,Exhaust Air,,
du-1063,,,0.927,1.185,round,0.102,0.102,Exhaust Air,,
du-1064,,,1.337,1.337,round,0.102,0.102,Exhaust Air,,
du-1065,,,0.683,0.683,round,0.102,0.102,Exhaust Air,,
