id,number,base_offset,system_type,terminal_type
tm-149,99,0,,
tm-150,100,0,,
tm-151,112,0,,
tm-152,113,0,,
tm-153,292,0,,
tm-154,293,0,,
tm-155,332,0,,
tm-156,333,0,,
tm-157,353,0,,
tm-158,354,0,,
tm-159,372,0,,
tm-160,384,0,,
tm-161,438,0,,
tm-162,441,0,,
tm-473,39,0,Supply Air,
tm-474,40,0,Supply Air,
tm-475,51,0,Exhaust Air,
tm-957,38,0,Exhaust Air,
tm-958,39,0,Exhaust Air,
tm-959,40,0,Exhaust Air,
tm-960,48,0,Exhaust Air,
tm-961,49,0,Exhaust Air,
tm-1132,83,0,,
tm-1133,84,0,,
tm-1134,87,0,,
tm-1135,88,0,,
tm-1136,89,0,,
tm-1137,263,0,,
tm-1138,266,0,,
tm-1139,267,0,,
tm-1140,268,0,,
tm-1141,269,0,,
tm-1142,270,0,,
tm-1143,271,0,,
tm-1144,272,0,,
tm-1145,273,0,,
tm-1146,277,0,,
tm-1147,278,0,,
tm-1148,279,0,,
tm-1149,280,0,,
tm-1150,323,0,,
tm-1151,324,0,,
tm-1152,344,0,,
tm-1153,345,0,,
tm-1154,354,0,,
tm-1155,355,0,,
tm-1156,366,0,,
tm-1157,367,0,,
tm-1158,378,0,,
tm-1159,379,0,,
tm-1160,390,0,,
tm-1161,391,0,,
tm-1162,396,0,,
tm-1163,399,0,,
tm-1164,647,0,,
tm-1165,648,0,,
tm-1166,649,0,,
tm-1167,650,0,,
tm-1168,160,0,,
tm-1169,161,0,,
tm-1170,162,0,,
tm-1171,163,-0,,
tm-1172,164,0,,
tm-1173,165,0,,
tm-1174,166,0,,
tm-1175,167,0,,
tm-1176,168,0,,
tm-1177,169,0,,
tm-1178,170,0,,
tm-1179,171,0,,
tm-1180,172,0,,
tm-1181,450,-0,,
tm-1182,451,-0,,
tm-1183,474,0,,
tm-1184,475,-0,,
tm-1185,488,0,,
