id,number,base_offset,top_level_id,top_offset,material,shape,size_x,size_y
c-94,,0,lv-19,0,composite,round,0.102,0.102
c-95,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
c-96,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
c-97,,0,lv-19,0,gypsum,rect,0.61,0.61
c-98,,0,lv-19,0,gypsum,rect,0.61,0.457
c-99,,0,lv-19,0,gypsum,rect,0.457,0.457
c-100,,0,lv-19,0,gypsum,rect,0.61,0.61
c-101,,0,lv-19,0,gypsum,rect,0.61,0.61
c-102,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
c-103,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
c-104,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
c-105,,0,lv-19,-0.152,composite,rect,0.61,0.61
c-106,,0,lv-19,0,composite,rect,0.61,0.61
c-107,,0,lv-19,-0.152,composite,rect,0.61,0.61
c-108,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
c-109,,0,lv-19,0,gypsum,rect,0.61,0.61
c-110,,0,lv-19,-0.152,gypsum,rect,0.559,0.61
c-111,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
c-112,,0,lv-19,0,gypsum,rect,0.61,0.61
c-113,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
c-114,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
c-115,,0,lv-19,0,gypsum,rect,0.61,0.813
c-116,,-0,lv-19,-0.152,gypsum,rect,0.559,0.61
c-117,,-0,lv-19,-0.152,gypsum,rect,0.483,0.61
c-118,,0,lv-19,-0.152,gypsum,rect,0.61,0.61
