id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-1876,,,9.72,9.287,round,0.102,0.102,Sanitary,,
pi-1877,,,9.72,9.287,round,0.102,0.102,Sanitary,,
pi-1878,,,9.72,9.338,round,0.102,0.102,Sanitary,,
pi-1879,,,9.72,9.337,round,0.102,0.102,Sanitary,,
pi-1880,,,9.72,9.674,round,0.102,0.102,Sanitary,,
pi-1881,,,9.72,9.587,round,0.102,0.102,Sanitary,,
pi-1882,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1883,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1884,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1885,,,13.17,13.17,round,0.025,0.025,Domestic Cold Water,,
pi-1886,,,13.17,13.17,round,0.025,0.025,Domestic Cold Water,,
pi-1887,,,13.17,13.17,round,0.013,0.013,Domestic Cold Water,,
pi-1888,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1889,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1890,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1891,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1892,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1893,,,13.17,13.17,round,0.025,0.025,Domestic Cold Water,,
pi-1894,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1895,,,13.284,13.284,round,0.025,0.025,Domestic Cold Water,,
pi-1896,,,9.531,9.531,round,0.102,0.102,Sanitary,,
pi-1897,,,9.388,9.336,round,0.102,0.102,Sanitary,,
pi-1898,,,9.165,8.945,round,0.102,0.102,Sanitary,,
pi-1899,,,9.416,9.332,round,0.102,0.102,Sanitary,,
pi-1900,,,10.008,10.008,round,0.051,0.051,Sanitary,,
pi-1901,,,10.008,10.008,round,0.051,0.051,Sanitary,,
pi-1902,,,9.273,9.93,round,0.051,0.051,Sanitary,,
pi-1903,,,9.195,9.195,round,0.051,0.051,Sanitary,,
pi-1904,,,9.161,9.009,round,0.102,0.102,Sanitary,,
pi-1905,,,10.008,10.008,round,0.051,0.051,Sanitary,,
pi-1906,,,10.225,10.63,round,0.013,0.013,Domestic Cold Water,,
pi-1907,,,10.312,10.312,round,0.013,0.013,Domestic Hot Water,,
pi-1908,,,10.327,10.63,round,0.013,0.013,Domestic Hot Water,,
