id,number,base_offset,top_level_id,top_offset,material,thickness
w-763,,0,lv-19,-0.152,steel,0.156
w-764,,0,lv-19,-0.698,steel,0.156
w-765,,0,lv-19,0,steel,0.156
w-766,,0,lv-19,0,steel,0.156
w-767,,0,lv-19,0,steel,0.216
w-768,,0,lv-19,-0.152,steel,0.156
w-769,,0,,0,steel,0.124
w-770,,0,,0,steel,0.184
w-771,,0,,0,steel,0.124
w-772,,0,,0,steel,0.124
w-773,,0,,0,steel,0.124
w-774,,0,,0,steel,0.124
w-775,,0,,0,steel,0.124
w-776,,0,,0,steel,0.124
w-777,,0,,0,steel,0.124
w-778,,0,,0,steel,0.124
w-779,,2.134,,0,steel,0.124
w-780,,0,,0,steel,0.124
w-781,,0,,0,steel,0.184
w-782,,0,,0,steel,0.124
w-783,,0,,0,steel,0.124
w-784,,0,,0,steel,0.124
w-785,,0,,0,steel,0.124
w-786,,0,,0,steel,0.124
w-787,,0,,0,steel,0.124
w-788,,0,,0,steel,0.124
w-789,,0,,0,steel,0.124
w-790,,2.134,,0,steel,0.124
w-791,,0,,0,steel,0.124
w-792,,0,,0,steel,0.184
w-793,,0,,0,steel,0.124
w-794,,0,,0,steel,0.124
w-795,,0,,0,steel,0.124
w-796,,0,,0,steel,0.124
w-797,,0,,0,steel,0.124
w-798,,0,,0,steel,0.124
w-799,,0,,0,steel,0.057
w-800,,0,,0,steel,0.124
w-801,,0,,0,steel,0.124
w-802,,2.134,,0,steel,0.124
w-803,,0,,0,steel,0.124
w-804,,0,,0,steel,0.184
w-805,,0,,0,steel,0.124
w-806,,0,,0,steel,0.124
w-807,,0,,0,steel,0.124
w-808,,0,,0,steel,0.124
w-809,,0,,0,steel,0.124
w-810,,2.134,,0,steel,0.124
w-811,,0,,0,steel,0.184
w-812,,0,,0,steel,0.124
w-813,,0,,0,steel,0.124
w-814,,0,lv-19,-0.152,steel,0.184
w-815,,0,lv-19,-0.152,steel,0.124
w-816,,0,,0,steel,0.184
w-817,,2.134,,0,steel,0.124
w-818,,0,,0,steel,0.184
w-819,,0,,0,steel,0.124
w-820,,0,,0,steel,0.124
w-821,,0,,0,steel,0.124
w-822,,0,,0,steel,0.184
w-823,,0,,0,steel,0.184
w-824,,2.134,,0,steel,0.124
w-825,,0,,0,steel,0.184
w-826,,0,,0,steel,0.124
w-827,,0,,0,steel,0.124
w-828,,0,,0,steel,0.124
w-829,,0,lv-19,0,steel,0.622
w-830,,0,lv-19,0,steel,0.321
w-831,,0,lv-19,0,steel,0.321
w-832,,0,lv-19,0,steel,0.622
w-833,,0,lv-19,0,steel,0.321
w-834,,0,lv-19,0,steel,0.321
w-835,,0,lv-19,0,steel,0.622
w-836,,0,lv-19,0,steel,0.321
w-837,,0,lv-19,0,steel,0.321
w-838,,0,,0,steel,0.184
w-839,,0,,0,steel,0.184
w-840,,0,,0,steel,0.184
w-841,,0,,0,steel,0.184
w-842,,0,,0,steel,0.124
w-843,,0,,0,steel,0.057
w-844,,0,,0,steel,0.057
w-845,,0,,0,steel,0.057
w-846,,0,,0,steel,0.184
w-847,,0,,0,steel,0.184
w-848,,2.134,,0,steel,0.124
w-849,,0,,0,steel,0.184
w-850,,0,,0,steel,0.124
w-851,,0,,0,steel,0.124
w-852,,0,,0,steel,0.124
w-853,,0,lv-19,-0.152,steel,0.14
w-854,,0,lv-19,-0.152,steel,0.216
w-855,,0,lv-19,-0.152,steel,0.079
w-856,,0,lv-19,-0.152,steel,0.079
w-857,,0,lv-19,-0.152,steel,0.079
w-858,,0,lv-19,-0.152,steel,0.079
w-859,,0,lv-19,-0.152,steel,0.079
w-860,,0,lv-19,-0.152,steel,0.079
w-861,,0,lv-19,-0.152,steel,0.048
w-862,,0,,0,steel,0.124
w-863,,0,,0,steel,0.184
w-864,,2.134,,0,composite,0.152
w-865,,0,,0,steel,0.124
w-866,,0,,0,steel,0.184
w-867,,0,,0,steel,0.124
w-868,,0,,0,steel,0.184
w-869,,0,lv-19,-0.152,steel,0.079
w-870,,0,lv-19,-0.152,steel,0.079
