id,number,base_offset,system_type,terminal_type
tm-371,37,-0,,
tm-372,39,-0,,
tm-373,44,-0,,
tm-374,45,0.305,,
tm-375,48,-0,,
tm-376,49,0.305,,
tm-377,68,0,,
tm-378,69,0,,
tm-379,70,0,,
tm-380,71,0,,
tm-381,72,0,,
tm-382,73,0,,
tm-383,74,0,,
tm-384,75,0,,
tm-385,173,0,,
tm-386,174,0,,
tm-387,175,0.305,,
tm-388,76,-0,,
tm-389,77,-0,,
tm-390,78,0.305,,
tm-391,92,-0,,
tm-392,97,-0,,
tm-393,98,0.305,,
tm-394,227,-0,,
tm-395,228,-0,,
tm-396,229,0.305,,
tm-397,308,0,,
tm-398,345,0,,
tm-399,346,0,,
tm-400,347,0,,
tm-401,348,0,,
tm-402,365,0,,
tm-403,366,0,,
tm-404,380,0,,
tm-405,381,0,,
tm-406,416,0,,
tm-407,417,0,,
tm-408,428,0,,
tm-409,429,0,,
tm-410,24,0,,
tm-411,29,0,,
tm-412,392,0,,
tm-413,393,0,,
tm-414,394,0,,
tm-415,395,0,,
tm-416,396,0,,
tm-417,397,0,,
tm-418,398,-0,,
tm-419,399,-0,,
tm-420,400,0.305,,
tm-421,401,0,,
tm-422,402,0,,
tm-765,257,3.251,Supply Air,
tm-766,258,3.251,Supply Air,
tm-767,259,3.251,Supply Air,
tm-768,260,3.251,Supply Air,
tm-769,261,3.251,Supply Air,
tm-770,262,3.251,Supply Air,
tm-771,268,3.391,Supply Air,
tm-772,269,3.391,Supply Air,
tm-773,270,3.391,Supply Air,
tm-774,271,3.391,Supply Air,
tm-775,272,3.391,Supply Air,
tm-776,273,3.391,Supply Air,
tm-777,274,3.391,Supply Air,
tm-778,275,3.391,Supply Air,
tm-779,281,3.251,Supply Air,
tm-780,282,3.251,Supply Air,
tm-781,283,3.035,Supply Air,
tm-782,284,3.035,Supply Air,
tm-783,285,3.391,Supply Air,
tm-784,286,3.391,Supply Air,
tm-785,289,3.391,Supply Air,
tm-786,290,3.391,Supply Air,
tm-787,291,3.391,Supply Air,
tm-788,292,3.391,Supply Air,
tm-789,293,3.391,Supply Air,
tm-790,294,3.391,Supply Air,
tm-791,295,3.391,Supply Air,
tm-792,296,3.391,Supply Air,
tm-793,302,3.251,Supply Air,
tm-794,303,3.251,Supply Air,
tm-795,304,3.035,Supply Air,
tm-796,305,3.035,Supply Air,
tm-797,308,2.856,Supply Air,
tm-798,309,2.856,Supply Air,
tm-799,310,3.251,Supply Air,
tm-800,311,3.251,Supply Air,
tm-801,312,3.658,Supply Air,
tm-802,313,3.658,Supply Air,
tm-803,314,3.658,Supply Air,
tm-804,315,3.607,Supply Air,
tm-805,316,3.607,Supply Air,
tm-806,317,2.856,Supply Air,
tm-807,318,2.856,Supply Air,
tm-808,319,2.856,Supply Air,
tm-809,320,2.856,Supply Air,
tm-810,321,3.251,Supply Air,
tm-811,322,3.251,Supply Air,
tm-812,323,3.251,Supply Air,
tm-813,324,3.658,Supply Air,
tm-814,325,3.658,Supply Air,
tm-815,326,3.658,Supply Air,
tm-816,327,3.658,Supply Air,
tm-817,328,3.658,Supply Air,
tm-818,349,3.658,Supply Air,
tm-819,350,3.658,Supply Air,
tm-820,351,3.658,Supply Air,
tm-821,352,3.658,Supply Air,
tm-822,367,3.378,Supply Air,
tm-823,368,3.378,Supply Air,
tm-824,369,3.378,Supply Air,
tm-825,370,3.378,Supply Air,
tm-826,371,3.378,Supply Air,
tm-827,372,3.378,Supply Air,
tm-828,373,3.378,Supply Air,
tm-829,374,3.378,Supply Air,
tm-830,376,3.162,Supply Air,
tm-831,377,3.162,Supply Air,
tm-832,383,3.302,Supply Air,
tm-833,384,3.302,Supply Air,
tm-834,385,3.302,Supply Air,
tm-835,386,3.302,Supply Air,
tm-836,388,3.045,Supply Air,
tm-837,615,0,Supply Air,
tm-838,616,3.251,Return Air,
tm-839,617,3.251,Return Air,
tm-840,618,3.251,Return Air,
tm-841,619,3.251,Return Air,
tm-842,620,0,Supply Air,
tm-843,621,0,Supply Air,
tm-844,622,3.251,Return Air,
tm-845,623,3.251,Return Air,
tm-846,624,3.251,Return Air,
tm-847,625,3.505,Return Air,
tm-848,626,3.505,Return Air,
tm-849,627,3.505,Return Air,
tm-850,628,3.505,Return Air,
tm-851,629,0,Supply Air,
tm-852,630,3.393,Return Air,
tm-853,631,3.393,Return Air,
tm-854,632,3.393,Return Air,
tm-855,633,0,Supply Air,
tm-856,634,3.353,Return Air,
tm-857,635,3.353,Return Air,
tm-858,636,3.353,Return Air,
tm-859,637,3.353,Return Air,
tm-860,638,0,Supply Air,
tm-861,639,3.251,Return Air,
tm-862,640,3.251,Return Air,
tm-863,641,3.251,Return Air,
tm-864,642,3.251,Return Air,
tm-865,643,3.251,Return Air,
tm-866,644,3.251,Return Air,
tm-867,645,0,Supply Air,
tm-868,646,0,Supply Air,
tm-869,647,3.607,Return Air,
tm-870,648,3.607,Return Air,
tm-871,649,3.251,Return Air,
tm-872,650,3.251,Return Air,
tm-873,651,3.251,Return Air,
tm-874,652,3.251,Return Air,
tm-875,653,3.251,Return Air,
tm-876,696,3.251,Return Air,
tm-877,697,3.251,Return Air,
tm-878,698,3.251,Return Air,
tm-976,2,0,Exhaust Air,
tm-977,3,0,Exhaust Air,
tm-978,4,0,Exhaust Air,
tm-979,5,0,Exhaust Air,
tm-980,12,0,Exhaust Air,
tm-981,34,0,Exhaust Air,
tm-982,36,0,Exhaust Air,
tm-1609,28,-0,,
tm-1610,30,-0,,
tm-1611,35,-0,,
tm-1612,36,0.305,,
tm-1613,39,-0,,
tm-1614,40,0.305,,
tm-1615,67,0,,
tm-1616,68,0,,
tm-1617,69,0,,
tm-1618,70,0,,
tm-1619,71,0,,
tm-1620,72,0,,
tm-1621,73,0,,
tm-1622,74,0,,
tm-1623,147,-0,,
tm-1624,148,-0,,
tm-1625,149,0.305,,
tm-1626,166,-0,,
tm-1627,167,-0,,
tm-1628,168,0.305,,
tm-1629,178,-0,,
tm-1630,179,-0,,
tm-1631,180,0.305,,
tm-1632,221,-0,,
tm-1633,222,-0,,
tm-1634,223,0.305,,
tm-1635,336,0,,
tm-1636,337,0,,
tm-1637,338,0,,
tm-1638,339,0,,
tm-1639,350,0,,
tm-1640,351,0,,
tm-1641,362,0,,
tm-1642,363,0,,
tm-1643,374,0,,
tm-1644,375,0,,
tm-1645,386,0,,
tm-1646,387,0,,
tm-1647,414,-0,,
tm-1648,415,-0,,
tm-1649,416,-0,,
tm-1650,417,-0,,
tm-1651,533,0,,
tm-1652,534,0,,
tm-1653,537,0,,
tm-1654,538,0,,
tm-1655,539,0,,
tm-1656,540,0,,
tm-1657,631,0,,
tm-1658,632,0,,
tm-1659,633,0,,
tm-1660,634,0,,
tm-1661,635,0,,
tm-1662,636,0,,
tm-1663,637,-0,,
tm-1664,638,-0,,
tm-1665,639,0.305,,
tm-1666,676,0,,
tm-1667,677,0,,
tm-1668,678,0,,
tm-1669,680,0,,
tm-1670,681,0,,
tm-1671,684,0,,
tm-1672,685,0,,
tm-1673,686,0,,
tm-1674,687,0,,
tm-1675,688,0,,
tm-1676,689,0,,
tm-1677,690,0,,
tm-1678,691,0,,
tm-1679,692,0,,
tm-1680,693,0,,
tm-1681,694,0,,
tm-1682,695,0,,
tm-1683,696,0,,
tm-1684,697,0,,
tm-1685,698,0,,
tm-1686,699,0,,
tm-1687,13,0,,
tm-1688,14,0,,
tm-1689,44,-0,,
tm-1690,45,-0,,
tm-1691,46,0,,
tm-1692,47,0,,
tm-1693,48,-0,,
tm-1694,49,0,,
tm-1695,50,0,,
tm-1696,51,0,,
tm-1697,52,-0,,
tm-1698,53,-0,,
tm-1699,54,0,,
tm-1700,55,0,,
tm-1701,58,-0,,
tm-1702,59,-0,,
tm-1703,60,0,,
tm-1704,61,0,,
tm-1705,62,0,,
tm-1706,149,0,,
tm-1707,150,0,,
tm-1708,151,0,,
tm-1709,152,-0,,
tm-1710,153,-0,,
tm-1711,154,-0,,
tm-1712,155,-0,,
tm-1713,157,-0,,
tm-1714,159,0,,
tm-1715,221,0,,
tm-1716,222,0,,
tm-1717,313,-0,,
tm-1718,314,-0,,
tm-1719,315,0,,
tm-1720,316,0,,
tm-1721,317,-0,,
tm-1722,318,-0,,
tm-1723,319,0,,
tm-1724,320,-0,,
tm-1725,321,-0,,
tm-1726,322,-0,,
tm-1727,323,-0,,
tm-1728,324,-0,,
tm-1729,325,-0,,
tm-1730,326,0,,
tm-1731,327,0,,
tm-1732,328,0,,
tm-1733,329,-0,,
tm-1734,330,0,,
tm-1735,331,0,,
tm-1736,332,0,,
tm-1737,333,0,,
tm-1738,334,-0,,
tm-1739,335,0,,
tm-1740,336,0,,
tm-1741,337,0,,
tm-1742,338,0,,
tm-1743,339,-0,,
tm-1744,340,-0,,
tm-1745,341,0,,
tm-1746,342,-0,,
tm-1747,343,-0,,
tm-1748,344,0,,
tm-1749,345,-0,,
tm-1750,346,0,,
tm-1751,347,0,,
tm-1752,351,0,,
tm-1753,352,-0,,
tm-1754,353,-0,,
tm-1755,354,-0,,
tm-1756,357,0,,
tm-1757,358,0,,
tm-1758,367,0,,
tm-1759,368,-0,,
tm-1760,369,0,,
tm-1761,370,-0,,
tm-1762,371,-0,,
tm-1763,372,-0,,
tm-1764,373,0,,
tm-1765,374,0,,
tm-1766,375,-0,,
tm-1767,376,-0,,
tm-1768,377,0,,
tm-1769,378,0,,
tm-1770,379,0,,
tm-1771,380,0,,
tm-1772,381,-0,,
tm-1773,382,0,,
tm-1774,383,0,,
tm-1775,384,0,,
tm-1776,385,0,,
tm-1777,386,0,,
tm-1778,387,0,,
tm-1779,388,0,,
tm-1780,389,0,,
tm-1781,390,0,,
tm-1782,391,0,,
tm-1783,392,-0,,
tm-1784,393,-0,,
tm-1785,394,-0,,
tm-1786,395,0,,
tm-1787,396,0,,
tm-1788,397,-0,,
tm-1789,398,0,,
tm-1790,399,0,,
tm-1791,400,0,,
tm-1792,401,0,,
tm-1793,402,0,,
tm-1794,403,0,,
tm-1795,404,-0,,
tm-1796,405,0,,
tm-1797,406,0,,
tm-1798,407,0,,
tm-1799,408,0,,
tm-1800,409,-0,,
tm-1801,410,0,,
tm-1802,411,0,,
tm-1803,412,0,,
tm-1804,413,0,,
tm-1805,414,-0,,
tm-1806,415,0,,
tm-1807,416,-0,,
tm-1808,417,-0,,
tm-1809,418,0,,
tm-1810,419,0,,
tm-1811,420,0,,
tm-1812,421,0,,
tm-1813,472,0,,
tm-1814,496,0,,
tm-1815,497,0,,
tm-1816,498,-0,,
tm-1817,499,-0,,
tm-1818,500,0,,
tm-1819,501,-0,,
tm-1820,502,-0,,
tm-1821,503,0,,
tm-1822,504,-0,,
