id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-598,,,13.056,13.056,round,0.203,0.203,Return Air,,
du-599,,,13.056,13.056,round,0.203,0.203,Supply Air,,
du-600,,,13.056,13.056,round,0.203,0.203,Supply Air,,
du-601,,,13.056,13.056,round,0.203,0.203,Return Air,,
du-602,,,13.056,13.056,round,0.203,0.203,Return Air,,
du-603,,,12.903,12.751,round,0.152,0.152,Supply Air,,
du-604,,,13.056,13.056,round,0.203,0.203,Supply Air,,
du-605,,,12.522,12.522,round,0.152,0.152,Supply Air,,
du-606,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-607,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-608,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-609,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-610,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-611,,,13.056,13.056,round,0.102,0.102,Supply Air,,
du-612,,,13.056,13.056,round,0.102,0.102,Supply Air,,
du-613,,,13.056,13.056,round,0.102,0.102,Supply Air,,
du-614,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-615,,,13.002,12.913,round,0.102,0.102,Exhaust Air,,
du-616,,,12.903,12.903,round,0.102,0.102,Exhaust Air,,
du-617,,,12.903,12.903,round,0.102,0.102,Supply Air,,
du-618,,,13.011,12.948,round,0.102,0.102,Supply Air,,
du-619,,,13.056,13.056,round,0.203,0.203,Supply Air,,
du-620,,,13.056,13.056,round,0.203,0.203,Return Air,,
du-621,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-622,,,13.056,13.056,round,0.102,0.102,Supply Air,,
du-623,,,13.084,13.167,round,0.203,0.203,Supply Air,,
du-624,,,13.195,13.195,round,0.203,0.203,Supply Air,,
du-625,,,13.195,13.195,round,0.203,0.203,Supply Air,,
du-626,,,13.195,13.195,round,0.203,0.203,Supply Air,,
du-627,,,13.195,13.195,round,0.203,0.203,Supply Air,,
du-628,,,13.195,13.195,round,0.203,0.203,Supply Air,,
du-629,,,13.195,13.195,round,0.203,0.203,Supply Air,,
du-630,,,13.056,13.056,round,0.203,0.203,Return Air,,
du-631,,,13.056,13.056,round,0.203,0.203,Return Air,,
du-632,,,13.056,13.056,round,0.203,0.203,Return Air,,
du-633,,,12.903,12.649,round,0.152,0.152,Supply Air,,
du-634,,,13.056,13.056,round,0.203,0.203,Supply Air,,
du-635,,,12.497,12.497,round,0.152,0.152,Supply Air,,
du-636,,,13.056,13.056,round,0.203,0.203,Supply Air,,
du-637,,,13.056,13.056,round,0.203,0.203,Supply Air,,
du-638,,,13.056,13.056,round,0.203,0.203,Supply Air,,
du-639,,,12.84,12.84,round,0.203,0.203,Supply Air,,
du-640,,,12.84,12.84,round,0.203,0.203,Supply Air,,
du-641,,,12.84,12.84,round,0.203,0.203,Supply Air,,
du-642,,,13.056,13.056,round,0.203,0.203,Supply Air,,
du-643,,,13.056,13.056,round,0.102,0.102,Supply Air,,
du-644,,,13.462,13.462,round,0.102,0.102,Supply Air,,
du-645,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-646,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-647,,,13.056,13.056,round,0.102,0.102,Supply Air,,
du-648,,,13.386,13.132,round,0.102,0.102,Supply Air,,
du-649,,,12.891,12.891,round,0.102,0.102,Supply Air,,
du-650,,,13.354,12.935,round,0.102,0.102,Supply Air,,
du-651,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
du-652,,,13.462,13.462,round,0.102,0.102,Exhaust Air,,
du-653,,,13.354,13.1,round,0.102,0.102,Exhaust Air,,
du-654,,,13.354,12.935,round,0.102,0.102,Exhaust Air,,
du-655,,,12.89,12.89,round,0.102,0.102,Exhaust Air,,
du-656,,,12.891,12.89,round,0.102,0.102,Exhaust Air,,
du-657,,,13.056,13.056,round,0.203,0.203,Return Air,,
du-658,,,13.056,13.056,round,0.102,0.102,Exhaust Air,,
