id,number,base_offset,system_type,terminal_type
tm-423,176,0,,
tm-424,178,0,,
tm-425,179,0.305,,
tm-426,86,-0,,
tm-427,87,-0,,
tm-428,88,0.305,,
tm-429,101,-0,,
tm-430,102,-0,,
tm-431,103,0.305,,
tm-432,310,0,,
tm-433,349,0,,
tm-434,350,0,,
tm-435,351,0,,
tm-436,352,0,,
tm-437,369,0,,
tm-438,370,0,,
tm-439,382,0,,
tm-440,383,0,,
tm-441,418,0,,
tm-442,419,0,,
tm-443,430,0,,
tm-444,431,0,,
tm-445,472,0.406,,
tm-446,473,0.406,,
tm-447,474,0.406,,
tm-879,391,2.856,Supply Air,
tm-880,392,2.856,Supply Air,
tm-881,393,3.251,Supply Air,
tm-882,394,3.251,Supply Air,
tm-883,395,3.658,Supply Air,
tm-884,396,3.658,Supply Air,
tm-885,397,3.658,Supply Air,
tm-886,398,3.607,Supply Air,
tm-887,399,3.607,Supply Air,
tm-888,400,2.856,Supply Air,
tm-889,401,2.856,Supply Air,
tm-890,402,2.856,Supply Air,
tm-891,403,2.856,Supply Air,
tm-892,404,3.251,Supply Air,
tm-893,405,3.251,Supply Air,
tm-894,406,3.251,Supply Air,
tm-895,407,3.658,Supply Air,
tm-896,408,3.658,Supply Air,
tm-897,409,3.658,Supply Air,
tm-898,410,3.658,Supply Air,
tm-899,411,3.658,Supply Air,
tm-900,432,3.658,Supply Air,
tm-901,433,3.658,Supply Air,
tm-902,434,3.658,Supply Air,
tm-903,435,3.658,Supply Air,
tm-904,443,3.378,Supply Air,
tm-905,444,3.378,Supply Air,
tm-906,445,3.378,Supply Air,
tm-907,446,3.378,Supply Air,
tm-908,447,3.378,Supply Air,
tm-909,448,3.378,Supply Air,
tm-910,449,3.378,Supply Air,
tm-911,450,3.378,Supply Air,
tm-912,452,3.162,Supply Air,
tm-913,453,3.162,Supply Air,
tm-914,459,3.302,Supply Air,
tm-915,460,3.302,Supply Air,
tm-916,461,3.302,Supply Air,
tm-917,462,3.302,Supply Air,
