id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-1200,,,-1.138,-1.594,round,0.102,0.102,Sanitary,,
pi-1201,,,-1.138,-1.594,round,0.102,0.102,Sanitary,,
pi-1202,,,-2.068,-1.138,round,0.102,0.102,Sanitary,,
pi-1203,,,-1.138,-1.259,round,0.102,0.102,Sanitary,,
pi-1204,,,-1.138,-1.259,round,0.102,0.102,Sanitary,,
pi-1205,,,-1.888,-2.092,round,0.102,0.102,Sanitary,,
pi-1206,,,-3.351,-2.148,round,0.102,0.102,Sanitary,,
pi-1207,,,-3.427,-2.038,round,0.102,0.102,Sanitary,,
pi-1208,,,-2.009,-1.733,round,0.102,0.102,Sanitary,,
pi-1209,,,-1.733,-1.9,round,0.102,0.102,Sanitary,,
pi-1210,,,-1.43,-1.57,round,0.102,0.102,Sanitary,,
pi-1211,,,-1.43,-1.57,round,0.102,0.102,Sanitary,,
pi-1212,,,-2.283,-2.25,round,0.102,0.102,Sanitary,,
pi-1213,,,-1.741,-2.105,round,0.102,0.102,Sanitary,,
pi-1214,,,-1.741,-2.028,round,0.102,0.102,Sanitary,,
pi-1215,,,-2.222,-2.245,round,0.102,0.102,Sanitary,,
pi-1216,,,-3.051,-2.429,round,0.102,0.102,Sanitary,,
pi-1217,,,-2.235,-2.213,round,0.102,0.102,Sanitary,,
pi-1218,,,-1.138,-2.046,round,0.102,0.102,Sanitary,,
pi-1219,,,-2.192,-2.208,round,0.102,0.102,Sanitary,,
pi-1220,,,-3.179,-2.528,round,0.102,0.102,Sanitary,,
pi-1221,,,-1.899,-2.015,round,0.102,0.102,Sanitary,,
pi-1222,,,-2.238,-2.27,round,0.102,0.102,Sanitary,,
pi-1223,,,-2.161,-2.232,round,0.102,0.102,Sanitary,,
pi-1224,,,-2.458,-2.416,round,0.102,0.102,Sanitary,,
pi-1225,,,-0.851,-0.851,round,0.051,0.051,Sanitary,,
pi-1226,,,-0.884,-1.052,round,0.051,0.051,Sanitary,,
pi-1227,,,-0.851,-0.851,round,0.051,0.051,Sanitary,,
pi-1228,,,-0.929,-1.327,round,0.051,0.051,Sanitary,,
pi-1229,,,-0.851,-0.851,round,0.051,0.051,Sanitary,,
pi-1230,,,-0.929,-1.327,round,0.051,0.051,Sanitary,,
pi-1231,,,-1.425,-1.697,round,0.051,0.051,Sanitary,,
pi-1232,,,-1.978,-1.795,round,0.051,0.051,Sanitary,,
pi-1233,,,-1.425,-1.697,round,0.051,0.051,Sanitary,,
pi-1234,,,-1.795,-1.958,round,0.051,0.051,Sanitary,,
pi-1235,,,-2.202,-2.217,round,0.102,0.102,Sanitary,,
pi-1236,,,-2.174,-2.197,round,0.102,0.102,Sanitary,,
pi-1237,,,-1.13,-1.13,round,0.051,0.051,Sanitary,,
pi-1238,,,-1.208,-1.287,round,0.051,0.051,Sanitary,,
pi-1239,,,-1.365,-1.365,round,0.051,0.051,Sanitary,,
pi-1240,,,-0.884,-1.052,round,0.051,0.051,Sanitary,,
pi-1241,,,-1.13,-1.13,round,0.051,0.051,Sanitary,,
pi-1242,,,-1.443,-1.933,round,0.051,0.051,Sanitary,,
pi-1243,,,-1.208,-1.311,round,0.051,0.051,Sanitary,,
pi-1244,,,-2.031,-2.069,round,0.051,0.051,Sanitary,,
pi-1245,,,-2.382,-2.241,round,0.102,0.102,Sanitary,,
pi-1246,,,-0.851,-0.851,round,0.051,0.051,Sanitary,,
pi-1247,,,-1.132,-1.327,round,0.051,0.051,Sanitary,,
pi-1248,,,-1.425,-1.613,round,0.051,0.051,Sanitary,,
pi-1249,,,-1.711,-2.435,round,0.051,0.051,Sanitary,,
pi-1250,,,-2.532,-2.715,round,0.051,0.051,Sanitary,,
pi-1251,,,-3.385,-2.813,round,0.051,0.051,Sanitary,,
pi-1252,,,-0.851,-0.851,round,0.051,0.051,Sanitary,,
pi-1253,,,-0.929,-0.976,round,0.051,0.051,Sanitary,,
