id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-6,,,1.613,1.613,round,0.203,0.203,Supply Air,,
du-7,,,1.613,1.613,round,0.203,0.203,Supply Air,,
du-8,,,1.702,1.955,round,0.203,0.203,Supply Air,,
du-9,,,2.044,2.044,round,0.203,0.203,Supply Air,,
du-10,,,2.044,2.044,round,0.203,0.203,Supply Air,,
du-11,,,2.044,2.044,round,0.203,0.203,Supply Air,,
du-12,,,1.994,1.994,round,0.203,0.203,Return Air,,
du-13,,,2.044,2.044,round,0.203,0.203,Supply Air,,
du-14,,,1.994,1.994,round,0.203,0.203,Supply Air,,
du-15,,,2.024,1.689,round,0.102,0.102,Exhaust Air,,
du-16,,,1.638,1.638,round,0.203,0.203,Supply Air,,
du-17,,,1.955,1.728,round,0.203,0.203,Supply Air,,
du-18,,,1.905,1.728,round,0.203,0.203,Supply Air,,
du-19,,,1.638,1.638,round,0.203,0.203,Return Air,,
du-20,,,1.955,1.728,round,0.203,0.203,Return Air,,
du-21,,,1.905,1.728,round,0.203,0.203,Return Air,,
du-22,,,2.121,2.121,round,0.203,0.203,Supply Air,,
du-23,,,2.184,2.184,round,0.203,0.203,Supply Air,,
du-24,,,1.638,1.638,round,0.203,0.203,Supply Air,,
du-25,,,2.095,1.728,round,0.203,0.203,Supply Air,,
du-26,,,1.638,1.638,round,0.203,0.203,Return Air,,
du-27,,,1.638,1.638,round,0.203,0.203,Return Air,,
du-28,,,2.121,2.121,round,0.203,0.203,Supply Air,,
du-29,,,2.121,2.121,round,0.203,0.203,Supply Air,,
du-30,,,2.121,2.121,round,0.203,0.203,Supply Air,,
du-31,,,2.121,2.121,round,0.203,0.203,Supply Air,,
du-32,,,2.121,2.121,round,0.102,0.102,Supply Air,,
du-33,,,2.121,2.121,round,0.102,0.102,Supply Air,,
du-34,,,2.121,2.121,round,0.102,0.102,Supply Air,,
du-35,,,2.121,2.121,round,0.102,0.102,Exhaust Air,,
du-36,,,2.045,1.41,round,0.102,0.102,Supply Air,,
du-37,,,2.121,2.121,round,0.102,0.102,Exhaust Air,,
du-38,,,2.121,2.121,round,0.102,0.102,Exhaust Air,,
du-39,,,2.045,1.41,round,0.102,0.102,Exhaust Air,,
du-40,,,2.019,2.019,round,0.203,0.203,Supply Air,,
du-41,,,2.07,2.07,round,0.203,0.203,Supply Air,,
du-42,,,1.613,1.613,round,0.203,0.203,Supply Air,,
du-43,,,1.981,1.702,round,0.203,0.203,Supply Air,,
du-44,,,1.702,1.93,round,0.203,0.203,Supply Air,,
du-45,,,2.019,2.019,round,0.152,0.152,Supply Air,,
du-46,,,2.121,2.121,round,0.152,0.152,Supply Air,,
du-47,,,2.019,2.019,round,0.203,0.203,Supply Air,,
du-48,,,2.053,2.087,round,0.152,0.152,Supply Air,,
du-49,,,2.019,2.019,round,0.152,0.152,Supply Air,,
du-50,,,2.019,2.019,round,0.203,0.203,Supply Air,,
du-51,,,2.07,2.07,round,0.203,0.203,Return Air,,
du-52,,,2.07,2.07,round,0.203,0.203,Return Air,,
du-53,,,2.07,2.07,round,0.203,0.203,Return Air,,
du-54,,,2.07,2.07,round,0.102,0.102,Supply Air,,
du-55,,,2.07,2.07,round,0.102,0.102,Supply Air,,
du-56,,,2.07,2.07,round,0.102,0.102,Supply Air,,
du-57,,,2.07,2.07,round,0.102,0.102,Exhaust Air,,
du-58,,,1.994,1.41,round,0.102,0.102,Exhaust Air,,
du-59,,,1.994,1.41,round,0.102,0.102,Supply Air,,
du-60,,,1.613,1.613,round,0.102,0.102,Exhaust Air,,
du-61,,,1.587,1.588,round,0.102,0.102,Supply Air,,
du-62,,,5.271,5.27,round,0.102,0.102,Supply Air,,
du-63,,,5.271,5.27,round,0.102,0.102,Supply Air,,
du-64,,,5.363,5.363,round,0.102,0.102,Exhaust Air,,
du-65,,,5.234,5.234,round,0.102,0.102,Exhaust Air,,
du-66,,,5.234,5.234,round,0.102,0.102,Supply Air,,
du-67,,,9.042,9.042,round,0.102,0.102,Exhaust Air,,
du-68,,,8.992,8.992,round,0.102,0.102,Supply Air,,
du-69,,,1.334,1.334,round,0.102,0.102,Supply Air,,
du-70,,,1.334,1.334,round,0.102,0.102,Supply Air,,
du-71,,,0.864,0.864,round,0.102,0.102,Supply Air,,
du-72,,,0.864,0.864,round,0.203,0.203,Supply Air,,
du-73,,,1.302,1.302,round,0.102,0.102,Supply Air,,
du-74,,,1.302,1.302,round,0.102,0.102,Supply Air,,
du-75,,,0.864,0.864,round,0.203,0.203,Supply Air,,
du-76,,,0.864,0.864,round,0.203,0.203,Supply Air,,
du-77,,,0.864,0.864,round,0.203,0.203,Supply Air,,
du-78,,,0.864,0.864,round,0.203,0.203,Supply Air,,
du-79,,,0.864,0.864,round,0.203,0.203,Supply Air,,
du-80,,,0.971,1.257,round,0.102,0.102,Supply Air,,
du-81,,,1.176,0.863,round,0.102,0.102,Supply Air,,
