id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-619,,,5.223,5.656,round,0.102,0.102,Sanitary,,
pi-620,,,5.223,5.656,round,0.102,0.102,Sanitary,,
pi-621,,,5.656,5.274,round,0.102,0.102,Sanitary,,
pi-622,,,5.656,5.274,round,0.102,0.102,Sanitary,,
pi-623,,,5.424,5.197,round,0.102,0.102,Sanitary,,
pi-624,,,9.195,9.195,round,0.051,0.051,Sanitary,,
pi-625,,,9.195,9.195,round,0.051,0.051,Sanitary,,
pi-626,,,9.154,8.948,round,0.051,0.051,Sanitary,,
pi-627,,,8.907,8.907,round,0.051,0.051,Sanitary,,
pi-628,,,6.198,6.198,round,0.013,0.013,Domestic Hot Water,,
pi-629,,,6.198,6.198,round,0.013,0.013,Domestic Hot Water,,
pi-630,,,9.057,6.212,round,0.013,0.013,Domestic Hot Water,,
pi-631,,,9.057,6.847,round,0.013,0.013,Domestic Hot Water,,
pi-632,,,9.072,9.072,round,0.013,0.013,Domestic Hot Water,,
pi-633,,,6.833,6.833,round,0.013,0.013,Domestic Hot Water,,
pi-634,,,9.072,9.072,round,0.013,0.013,Domestic Hot Water,,
pi-635,,,5.055,5.055,round,0.102,0.102,Sanitary,,
pi-636,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-637,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-638,,,5.131,5.131,round,0.102,0.102,Sanitary,,
pi-639,,,5.08,5.08,round,0.102,0.102,Sanitary,,
pi-640,,,5.113,5.91,round,0.051,0.051,Sanitary,,
pi-641,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-642,,,5.08,5.08,round,0.051,0.051,Sanitary,,
pi-643,,,5.08,5.08,round,0.051,0.051,Sanitary,,
pi-644,,,5.08,5.08,round,0.102,0.102,Sanitary,,
pi-645,,,5.91,5.469,round,0.051,0.051,Sanitary,,
pi-646,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-647,,,5.414,5.91,round,0.051,0.051,Sanitary,,
pi-648,,,4.91,5.324,round,0.051,0.051,Sanitary,,
pi-649,,,5.436,5.436,round,0.051,0.051,Sanitary,,
pi-650,,,5.436,5.436,round,0.051,0.051,Sanitary,,
pi-651,,,5.361,5.336,round,0.051,0.051,Sanitary,,
pi-652,,,5.334,5.334,round,0.051,0.051,Sanitary,,
pi-653,,,5.434,5.388,round,0.051,0.051,Sanitary,,
pi-654,,,5.131,5.131,round,0.102,0.102,Sanitary,,
pi-655,,,9.042,9.042,round,0.051,0.051,Sanitary,,
pi-656,,,8.97,9.002,round,0.051,0.051,Sanitary,,
pi-657,,,5.105,5.105,round,0.051,0.051,Sanitary,,
pi-658,,,5.105,5.105,round,0.051,0.051,Sanitary,,
pi-659,,,5.866,5.183,round,0.051,0.051,Sanitary,,
pi-660,,,5.105,5.105,round,0.051,0.051,Sanitary,,
pi-661,,,5.183,5.866,round,0.051,0.051,Sanitary,,
pi-662,,,5.105,5.105,round,0.051,0.051,Sanitary,,
pi-663,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-664,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-665,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-666,,,4.929,2.278,round,0.102,0.102,Sanitary,,
pi-667,,,5.292,5.1,round,0.102,0.102,Sanitary,,
pi-668,,,1.875,2.107,round,0.102,0.102,Sanitary,,
pi-669,,,1.072,-0.53,round,0.102,0.102,Sanitary,,
pi-670,,,1.634,1.699,round,0.102,0.102,Sanitary,,
pi-671,,,1.369,1.704,round,0.102,0.102,Sanitary,,
pi-672,,,1.292,1.489,round,0.102,0.102,Sanitary,,
pi-673,,,5.656,5.537,round,0.102,0.102,Sanitary,,
pi-674,,,5.436,5.436,round,0.102,0.102,Sanitary,,
pi-675,,,5.578,5.656,round,0.102,0.102,Sanitary,,
pi-676,,,5.123,5.293,round,0.102,0.102,Sanitary,,
pi-677,,,5.334,5.334,round,0.051,0.051,Sanitary,,
pi-678,,,5.866,5.412,round,0.051,0.051,Sanitary,,
pi-679,,,5.334,5.334,round,0.051,0.051,Sanitary,,
pi-680,,,5.866,5.412,round,0.051,0.051,Sanitary,,
pi-681,,,5.334,5.334,round,0.051,0.051,Sanitary,,
pi-682,,,5.866,5.412,round,0.051,0.051,Sanitary,,
pi-683,,,5.334,5.334,round,0.051,0.051,Sanitary,,
pi-684,,,5.334,5.334,round,0.051,0.051,Sanitary,,
pi-685,,,5.656,5.578,round,0.102,0.102,Sanitary,,
pi-686,,,5.436,5.436,round,0.102,0.102,Sanitary,,
pi-687,,,5.578,5.656,round,0.102,0.102,Sanitary,,
pi-688,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-689,,,5.131,5.131,round,0.051,0.051,Sanitary,,
pi-690,,,5.866,5.209,round,0.051,0.051,Sanitary,,
pi-691,,,5.866,5.209,round,0.051,0.051,Sanitary,,
pi-692,,,5.131,5.131,round,0.051,0.051,Sanitary,,
pi-693,,,5.131,5.131,round,0.051,0.051,Sanitary,,
pi-694,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-695,,,4.981,5.334,round,0.102,0.102,Sanitary,,
pi-696,,,4.836,4.829,round,0.102,0.102,Sanitary,,
pi-697,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-698,,,6.045,8.544,round,0.102,0.102,Sanitary,,
pi-699,,,8.754,8.938,round,0.102,0.102,Sanitary,,
pi-700,,,1.596,1.355,round,0.152,0.152,Sanitary,,
pi-701,,,-3.361,1.148,round,0.152,0.152,Sanitary,,
pi-702,,,5.656,5.578,round,0.102,0.102,Sanitary,,
pi-703,,,5.436,5.436,round,0.102,0.102,Sanitary,,
pi-704,,,5.578,5.656,round,0.102,0.102,Sanitary,,
pi-705,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-706,,,10.173,10.731,round,0.152,0.152,Sanitary,,
pi-707,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-708,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-709,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-710,,,1.803,4.379,round,0.152,0.152,Sanitary,,
pi-711,,,4.586,4.626,round,0.152,0.152,Sanitary,,
pi-712,,,4.654,4.633,round,0.152,0.152,Sanitary,,
pi-713,,,4.785,5.334,round,0.102,0.102,Sanitary,,
pi-714,,,4.639,4.638,round,0.102,0.102,Sanitary,,
pi-715,,,5.138,5.161,round,0.051,0.051,Sanitary,,
pi-716,,,5.179,5.164,round,0.051,0.051,Sanitary,,
pi-717,,,4.862,4.928,round,0.152,0.152,Sanitary,,
pi-718,,,5.866,5.299,round,0.051,0.051,Sanitary,,
pi-719,,,5.22,5.219,round,0.051,0.051,Sanitary,,
pi-720,,,5.216,5.201,round,0.051,0.051,Sanitary,,
pi-721,,,5.199,5.182,round,0.051,0.051,Sanitary,,
pi-722,,,5.74,5.301,round,0.152,0.152,Sanitary,,
pi-723,,,5.866,5.258,round,0.051,0.051,Sanitary,,
pi-724,,,5.866,5.241,round,0.051,0.051,Sanitary,,
pi-725,,,6.109,8.585,round,0.152,0.152,Sanitary,,
pi-726,,,13.269,13.228,round,0.051,0.051,Sanitary,,
pi-727,,,13.149,10.883,round,0.051,0.051,Sanitary,,
pi-728,,,13.349,13.422,round,0.051,0.051,Sanitary,,
pi-729,,,5.656,5.578,round,0.102,0.102,Sanitary,,
pi-730,,,5.436,5.436,round,0.102,0.102,Sanitary,,
pi-731,,,5.578,5.656,round,0.102,0.102,Sanitary,,
pi-732,,,12.649,9.601,round,0.102,0.102,Sanitary,,
pi-733,,,11.002,12.296,round,0.051,0.051,Sanitary,,
pi-734,,,-0.747,-0.838,round,0.102,0.102,Sanitary,,
pi-735,,,-1.024,-1.442,round,0.102,0.102,Sanitary,,
pi-736,,,-1.585,-1.585,round,0.102,0.102,Sanitary,,
pi-737,,,-1.728,-1.999,round,0.102,0.102,Sanitary,,
pi-738,,,-0.56,0.642,round,0.102,0.102,Sanitary,,
pi-739,,,0.862,1.331,round,0.102,0.102,Sanitary,,
pi-740,,,-2.14,-2.138,round,0.102,0.102,Sanitary,,
pi-741,,,1.507,1.531,round,0.102,0.102,Sanitary,,
pi-742,,,0.939,1.206,round,0.102,0.102,Sanitary,,
pi-743,,,1.536,1.539,round,0.102,0.102,Sanitary,,
pi-744,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-745,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-746,,,5.944,5.944,round,0.051,0.051,Sanitary,,
pi-747,,,1.351,1.502,round,0.102,0.102,Sanitary,,
pi-748,,,5.436,5.436,round,0.102,0.102,Sanitary,,
pi-749,,,5.436,5.436,round,0.102,0.102,Sanitary,,
pi-750,,,5.436,5.436,round,0.051,0.051,Sanitary,,
pi-751,,,5.866,5.513,round,0.051,0.051,Sanitary,,
pi-752,,,5.436,5.436,round,0.102,0.102,Sanitary,,
pi-753,,,5.436,5.436,round,0.102,0.102,Sanitary,,
pi-754,,,5.147,5.132,round,0.051,0.051,Sanitary,,
pi-755,,,5.129,5.107,round,0.051,0.051,Sanitary,,
pi-756,,,5.866,5.273,round,0.051,0.051,Sanitary,,
pi-757,,,5.194,5.18,round,0.051,0.051,Sanitary,,
pi-758,,,5.177,5.149,round,0.051,0.051,Sanitary,,
pi-759,,,5.866,5.226,round,0.051,0.051,Sanitary,,
pi-760,,,5.866,5.209,round,0.051,0.051,Sanitary,,
pi-761,,,5.293,5.212,round,0.102,0.102,Sanitary,,
pi-762,,,9.211,9.196,round,0.051,0.051,Sanitary,,
pi-763,,,9.193,9.171,round,0.051,0.051,Sanitary,,
pi-764,,,5.537,9.023,round,0.102,0.102,Sanitary,,
pi-765,,,9.357,9.276,round,0.102,0.102,Sanitary,,
pi-766,,,1.893,1.878,round,0.051,0.051,Sanitary,,
pi-767,,,1.875,1.853,round,0.051,0.051,Sanitary,,
pi-768,,,1.676,1.705,round,0.102,0.102,Sanitary,,
pi-769,,,4.959,1.958,round,0.102,0.102,Sanitary,,
pi-770,,,8.922,8.891,round,0.102,0.102,Sanitary,,
pi-771,,,8.746,-0.067,round,0.102,0.102,Sanitary,,
pi-772,,,-0.237,-0.286,round,0.102,0.102,Sanitary,,
pi-773,,,9.068,9.085,round,0.102,0.102,Sanitary,,
