id,number,base_offset,system_type,terminal_type
tm-212,36,-0,,
tm-213,38,-0,,
tm-214,42,-0,,
tm-215,43,0.305,,
tm-216,46,-0,,
tm-217,47,0.305,,
tm-218,60,0,,
tm-219,61,0,,
tm-220,62,0,,
tm-221,63,0,,
tm-222,64,0,,
tm-223,65,0,,
tm-224,66,0,,
tm-225,67,0,,
tm-226,93,5.74,,
tm-227,94,5.74,,
tm-228,95,5.74,,
tm-229,96,5.74,,
tm-230,110,0,,
tm-231,170,0,,
tm-232,171,0,,
tm-233,172,0.305,,
tm-234,79,-0,,
tm-235,84,-0,,
tm-236,85,0.305,,
tm-237,89,-0,,
tm-238,90,-0,,
tm-239,91,0.305,,
tm-240,307,0,,
tm-241,315,0,,
tm-242,341,0,,
tm-243,342,0,,
tm-244,343,0,,
tm-245,344,0,,
tm-246,361,0,,
tm-247,362,0,,
tm-248,378,0,,
tm-249,379,0,,
tm-250,414,0,,
tm-251,415,0,,
tm-252,426,0,,
tm-253,427,0,,
tm-613,19,0,Exhaust Air,
tm-614,21,3.2,Supply Air,
tm-615,22,3.2,Supply Air,
tm-616,23,3.2,Supply Air,
tm-617,26,-0.544,Supply Air,
tm-618,27,-0.544,Supply Air,
tm-619,98,0,Exhaust Air,
tm-620,99,0,Supply Air,
tm-621,100,3.658,Supply Air,
tm-622,101,3.658,Supply Air,
tm-623,102,3.658,Supply Air,
tm-624,103,3.658,Supply Air,
tm-625,111,3.378,Supply Air,
tm-626,112,3.378,Supply Air,
tm-627,113,3.378,Supply Air,
tm-628,114,3.378,Supply Air,
tm-629,115,3.378,Supply Air,
tm-630,116,3.378,Supply Air,
tm-631,117,3.378,Supply Air,
tm-632,118,3.378,Supply Air,
tm-633,119,0,Exhaust Air,
tm-634,120,3.162,Supply Air,
tm-635,121,3.162,Supply Air,
tm-636,122,0,Supply Air,
tm-637,127,3.302,Supply Air,
tm-638,128,3.302,Supply Air,
tm-639,129,3.302,Supply Air,
tm-640,130,3.302,Supply Air,
tm-641,131,0,Supply Air,
tm-642,132,3.045,Supply Air,
tm-643,133,0,Exhaust Air,
tm-644,135,2.856,Supply Air,
tm-645,136,2.856,Supply Air,
tm-646,137,3.251,Supply Air,
tm-647,138,3.251,Supply Air,
tm-648,139,3.658,Supply Air,
tm-649,140,3.658,Supply Air,
tm-650,141,3.658,Supply Air,
tm-651,142,3.607,Supply Air,
tm-652,143,3.607,Supply Air,
tm-653,144,2.856,Supply Air,
tm-654,145,2.856,Supply Air,
tm-655,146,2.856,Supply Air,
tm-656,147,2.856,Supply Air,
tm-657,148,3.251,Supply Air,
tm-658,149,3.251,Supply Air,
tm-659,150,3.251,Supply Air,
tm-660,151,3.658,Supply Air,
tm-661,152,3.658,Supply Air,
tm-662,153,3.658,Supply Air,
tm-663,154,3.658,Supply Air,
tm-664,155,3.658,Supply Air,
tm-665,156,3.251,Return Air,
tm-666,157,3.251,Return Air,
tm-667,158,3.251,Return Air,
tm-668,159,3.251,Return Air,
tm-669,160,3.251,Return Air,
tm-670,161,3.251,Return Air,
tm-671,171,0,Exhaust Air,
tm-672,173,0,Exhaust Air,
tm-673,202,3.391,Supply Air,
tm-674,203,3.391,Supply Air,
tm-675,204,3.391,Supply Air,
tm-676,205,3.391,Supply Air,
tm-677,206,3.391,Supply Air,
tm-678,207,3.391,Supply Air,
tm-679,208,3.391,Supply Air,
tm-680,209,3.391,Supply Air,
tm-681,214,0,Supply Air,
tm-682,215,3.251,Supply Air,
tm-683,216,3.251,Supply Air,
tm-684,217,3.035,Supply Air,
tm-685,218,3.035,Supply Air,
tm-686,221,3.391,Supply Air,
tm-687,222,3.391,Supply Air,
tm-688,223,3.391,Supply Air,
tm-689,224,3.391,Supply Air,
tm-690,225,3.391,Supply Air,
tm-691,226,3.391,Supply Air,
tm-692,227,3.391,Supply Air,
tm-693,228,3.391,Supply Air,
tm-694,233,0,Supply Air,
tm-695,234,3.251,Supply Air,
tm-696,235,3.251,Supply Air,
tm-697,236,3.035,Supply Air,
tm-698,237,3.035,Supply Air,
tm-699,241,3.391,Supply Air,
tm-700,243,0,Exhaust Air,
tm-701,244,0,Supply Air,
tm-702,245,3.251,Supply Air,
tm-703,246,3.251,Supply Air,
