id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-2988,,,0.181,-2.032,round,0.152,0.152,Sanitary,,
pi-2989,,,0.24,0.471,round,0.152,0.152,Sanitary,,
pi-2990,,,1.715,1.734,round,0.152,0.152,Sanitary,,
pi-2991,,,1.631,-1.313,round,0.152,0.152,Sanitary,,
pi-2992,,,17.228,17.243,round,0.152,0.152,Sanitary,,
pi-2993,,,17.506,17.327,round,0.152,0.152,Sanitary,,
pi-2994,,,2.123,17.159,round,0.152,0.152,Sanitary,,
pi-2995,,,1.972,1.986,round,0.152,0.152,Sanitary,,
pi-2996,,,-0.745,1.888,round,0.152,0.152,Sanitary,,
pi-2997,,,17.143,2.07,round,0.152,0.152,Sanitary,,
pi-2998,,,-0.804,-0.948,round,0.152,0.152,Sanitary,,
pi-2999,,,-1.008,-1.498,round,0.152,0.152,Sanitary,,
pi-3000,,,2.094,1.971,round,0.152,0.152,Sanitary,,
pi-3001,,,1.942,-1.708,round,0.152,0.152,Sanitary,,
pi-3002,,,17.294,17.244,round,0.152,0.152,Sanitary,,
pi-3003,,,17.506,17.378,round,0.152,0.152,Sanitary,,
pi-3004,,,-1.582,-1.582,round,0.152,0.152,Sanitary,,
pi-3005,,,-1.397,-1.639,round,0.152,0.152,Sanitary,,
pi-3006,,,-2.272,-2.329,round,0.152,0.152,Sanitary,,
pi-3007,,,-2.354,-2.608,round,0.152,0.152,Sanitary,,
pi-3008,,,-2.688,-2.633,round,0.152,0.152,Sanitary,,
pi-3009,,,-3.228,-2.736,round,0.152,0.152,Sanitary,,
pi-3010,,,-1.699,-2.18,round,0.152,0.152,Sanitary,,
pi-3011,,,-3.426,-3.425,round,0.203,0.203,Sanitary,,
pi-3012,,,-2.27,-2.268,round,0.152,0.152,Sanitary,,
pi-3013,,,-3.421,-3.421,round,0.203,0.203,Sanitary,,
pi-3014,,,-3.792,-3.792,round,0.203,0.203,Sanitary,,
pi-3015,,,-4.059,-4.52,round,0.203,0.203,Sanitary,,
pi-3016,,,-3.795,-3.802,round,0.203,0.203,Sanitary,,
pi-3017,,,-3.784,-3.784,round,0.203,0.203,Sanitary,,
pi-3018,,,-3.779,-3.717,round,0.203,0.203,Sanitary,,
pi-3019,,,-2.235,-2.235,round,0.152,0.152,Sanitary,,
pi-3020,,,-2.936,-2.438,round,0.152,0.152,Sanitary,,
pi-3021,,,-4.782,-4.942,round,0.203,0.203,Sanitary,,
pi-3022,,,-5.49,-5.703,round,0.203,0.203,Sanitary,,
pi-3023,,,-5.205,-5.233,round,0.203,0.203,Sanitary,,
pi-3024,,,0.53,16.962,round,0.152,0.152,Sanitary,,
pi-3025,,,17.167,17.194,round,0.152,0.152,Sanitary,,
pi-3026,,,17.506,17.448,round,0.152,0.152,Sanitary,,
pi-3027,,,17.243,17.212,round,0.152,0.152,Sanitary,,
pi-3028,,,17.209,17.199,round,0.152,0.152,Sanitary,,
pi-3029,,,17.506,17.406,round,0.152,0.152,Sanitary,,
pi-3030,,,17.201,17.199,round,0.152,0.152,Sanitary,,
pi-3031,,,17.166,17.162,round,0.152,0.152,Sanitary,,
pi-3032,,,17.209,17.206,round,0.152,0.152,Sanitary,,
pi-3033,,,17.201,17.163,round,0.152,0.152,Sanitary,,
pi-3034,,,1.818,16.93,round,0.152,0.152,Sanitary,,
pi-3035,,,17.135,17.144,round,0.152,0.152,Sanitary,,
pi-3036,,,17.146,17.158,round,0.152,0.152,Sanitary,,
pi-3037,,,17.506,17.416,round,0.152,0.152,Sanitary,,
pi-3038,,,17.211,17.17,round,0.152,0.152,Sanitary,,
pi-3039,,,-3.533,-3.15,round,0.203,0.203,Sanitary,,
pi-3040,,,-3.79,-3.789,round,0.203,0.203,Sanitary,,
pi-3041,,,-1.337,16.861,round,0.152,0.152,Sanitary,,
pi-3042,,,17.066,17.067,round,0.152,0.152,Sanitary,,
pi-3043,,,17.07,17.072,round,0.152,0.152,Sanitary,,
pi-3044,,,17.506,17.367,round,0.152,0.152,Sanitary,,
pi-3045,,,17.162,17.141,round,0.152,0.152,Sanitary,,
pi-3046,,,17.139,17.076,round,0.152,0.152,Sanitary,,
pi-3047,,,17.506,17.294,round,0.152,0.152,Sanitary,,
pi-3048,,,17.089,17.076,round,0.152,0.152,Sanitary,,
pi-3049,,,17.506,17.348,round,0.152,0.152,Sanitary,,
pi-3050,,,17.143,17.113,round,0.152,0.152,Sanitary,,
pi-3051,,,17.11,17.103,round,0.152,0.152,Sanitary,,
