id,number,base_offset,system_type,terminal_type
tm-163,374,0,,
tm-164,375,0,,
tm-165,386,0,,
tm-166,387,0,,
tm-167,422,0,,
tm-168,423,0,,
tm-169,434,0,,
tm-170,435,0,,
tm-171,439,0,,
tm-172,440,0,,
tm-173,442,0,,
tm-174,443,0,,
tm-1965,356,0,,
tm-1966,357,0,,
tm-1967,368,0,,
tm-1968,369,0,,
tm-1969,380,0,,
tm-1970,381,0,,
tm-1971,392,0,,
tm-1972,393,0,,
tm-1973,397,0,,
tm-1974,398,0,,
tm-1975,400,0,,
tm-1976,401,0,,
tm-1977,447,0,,
tm-1978,448,0,,
tm-1979,449,0,,
tm-1980,450,0,,
tm-1981,451,0,,
tm-1982,452,0,,
tm-1983,453,0,,
tm-1984,454,0,,
tm-1985,455,0,,
tm-1986,456,0,,
tm-1987,457,0,,
tm-1988,458,0,,
tm-1989,459,0,,
tm-1990,460,0,,
tm-1991,461,0,,
tm-1992,462,0,,
tm-1993,463,0,,
tm-1994,464,0,,
tm-1995,465,0,,
tm-1996,466,0,,
tm-1997,467,0,,
tm-1998,468,0,,
tm-1999,469,0,,
tm-2000,470,0,,
tm-2001,471,0,,
tm-2002,472,0,,
tm-2003,473,0,,
tm-2004,474,0,,
tm-2005,475,0,,
tm-2006,476,0,,
tm-2007,477,0,,
tm-2008,478,0,,
tm-2009,479,0,,
tm-2010,480,0,,
tm-2011,481,0,,
tm-2012,482,0,,
tm-2013,483,0,,
tm-2014,484,0,,
tm-2015,485,0,,
tm-2016,486,0,,
tm-2017,487,0,,
tm-2018,488,0,,
tm-2019,489,0,,
tm-2020,490,0,,
tm-2021,491,0,,
tm-2022,492,0,,
tm-2023,493,0,,
tm-2024,494,0,,
tm-2025,495,0,,
tm-2026,497,0,,
tm-2027,498,0,,
tm-2028,499,0,,
tm-2029,500,0,,
tm-2030,501,0,,
tm-2031,502,0,,
tm-2032,503,0,,
tm-2033,504,0,,
tm-2034,517,0,,
tm-2035,518,0,,
tm-2036,519,0,,
tm-2037,520,0,,
tm-2038,521,0,,
tm-2039,522,0,,
tm-2040,523,0,,
tm-2041,524,0,,
tm-2042,525,0,,
tm-2043,526,0,,
tm-2044,527,0,,
tm-2045,528,0,,
tm-2046,529,0,,
tm-2047,530,0,,
tm-2048,531,0,,
tm-2049,532,0,,
tm-2050,533,0,,
tm-2051,534,0,,
tm-2052,535,0,,
tm-2053,536,0,,
tm-2054,537,0,,
tm-2055,538,0,,
tm-2056,539,0,,
tm-2057,540,0,,
tm-2058,541,0,,
tm-2059,542,0,,
tm-2060,543,0,,
tm-2061,544,0,,
tm-2062,545,0,,
tm-2063,546,0,,
tm-2064,547,0,,
tm-2065,548,0,,
tm-2066,549,0,,
tm-2067,550,0,,
tm-2068,551,0,,
tm-2069,552,0,,
tm-2070,553,0,,
