id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-67,,,17.848,17.212,round,0.102,0.102,Sanitary,,
pi-68,,,18.39,18.39,round,0.013,0.013,Domestic Hot Water,,
pi-69,,,18.39,18.39,round,0.013,0.013,Domestic Hot Water,,
pi-70,,,19.126,19.013,round,0.013,0.013,Domestic Hot Water,,
pi-71,,,18.999,18.999,round,0.013,0.013,Domestic Hot Water,,
pi-72,,,18.985,18.556,round,0.013,0.013,Domestic Hot Water,,
pi-73,,,18.542,18.542,round,0.013,0.013,Domestic Hot Water,,
pi-74,,,18.542,18.542,round,0.013,0.013,Domestic Hot Water,,
pi-75,,,18.528,18.353,round,0.013,0.013,Domestic Hot Water,,
pi-76,,,18.339,18.339,round,0.013,0.013,Domestic Hot Water,,
pi-77,,,18.359,18.375,round,0.013,0.013,Domestic Hot Water,,
pi-78,,,18.39,18.39,round,0.013,0.013,Domestic Hot Water,,
pi-79,,,18.339,18.339,round,0.013,0.013,Domestic Hot Water,,
pi-80,,,18.39,18.39,round,0.013,0.013,Domestic Hot Water,,
pi-81,,,18.353,18.375,round,0.013,0.013,Domestic Hot Water,,
pi-82,,,18.136,18.136,round,0.051,0.051,Sanitary,,
pi-83,,,17.147,18.058,round,0.051,0.051,Sanitary,,
pi-84,,,18.136,18.136,round,0.051,0.051,Sanitary,,
pi-85,,,17.069,17.069,round,0.102,0.102,Sanitary,,
pi-86,,,17.751,20.98,round,0.051,0.051,Sanitary,,
pi-87,,,17.634,17.281,round,0.051,0.051,Sanitary,,
pi-88,,,18.288,18.288,round,0.013,0.013,Domestic Cold Water,,
pi-89,,,18.136,18.136,round,0.013,0.013,Domestic Cold Water,,
pi-90,,,18.15,18.267,round,0.013,0.013,Domestic Cold Water,,
pi-91,,,19.126,19.013,round,0.013,0.013,Domestic Cold Water,,
pi-92,,,18.999,18.999,round,0.013,0.013,Domestic Cold Water,,
pi-93,,,18.985,18.881,round,0.013,0.013,Domestic Cold Water,,
pi-94,,,18.593,18.593,round,0.013,0.013,Domestic Cold Water,,
pi-95,,,18.593,18.593,round,0.013,0.013,Domestic Cold Water,,
pi-96,,,18.579,18.302,round,0.013,0.013,Domestic Cold Water,,
pi-97,,,18.288,18.288,round,0.013,0.013,Domestic Cold Water,,
pi-98,,,18.39,18.39,round,0.013,0.013,Domestic Cold Water,,
pi-99,,,18.375,18.302,round,0.013,0.013,Domestic Cold Water,,
pi-100,,,18.288,18.288,round,0.013,0.013,Domestic Cold Water,,
pi-101,,,18.39,18.39,round,0.013,0.013,Domestic Cold Water,,
pi-102,,,18.375,18.309,round,0.013,0.013,Domestic Cold Water,,
pi-103,,,18.136,18.136,round,0.013,0.013,Domestic Cold Water,,
pi-104,,,18.136,18.136,round,0.013,0.013,Domestic Cold Water,,
pi-105,,,18.136,18.136,round,0.013,0.013,Domestic Cold Water,,
pi-106,,,18.605,18.512,round,0.025,0.025,Domestic Cold Water,,
pi-107,,,18.783,18.826,round,0.025,0.025,Domestic Cold Water,,
pi-108,,,18.847,18.847,round,0.025,0.025,Domestic Cold Water,,
pi-109,,,18.491,18.491,round,0.025,0.025,Domestic Cold Water,,
pi-110,,,18.847,18.847,round,0.025,0.025,Domestic Cold Water,,
pi-111,,,18.813,18.607,round,0.013,0.013,Domestic Cold Water,,
